bcr_patient_uuid	bcr_sample_barcode	bcr_analyte_barcode	bcr_analyte_uuid	a260_a280_ratio	amount	analyte_type	analyte_type_id	concentration	gel_image_file	is_derived_from_ffpe	normal_tumor_genotype_match	pcr_amplification_successful	ratio_28s_18s	rinvalue	spectrophotometer_method	subportion_sequence	well_number
f553e953-6464-421f-8933-26ca82cb79d3	TCGA-61-1906-11A	TCGA-61-1906-11A-01W	9f593379-6ea5-4316-8f73-7329ccb2fcfa	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
f553e953-6464-421f-8933-26ca82cb79d3	TCGA-61-1906-11A	TCGA-61-1906-11A-01W	9f593379-6ea5-4316-8f73-7329ccb2fcfa	[Not Available]	148.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-01A	TCGA-61-1907-01A-01D	b501f77d-96c0-4a3e-aeb8-48537f9a6f7c	1.90	748.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-01A	TCGA-61-1907-01A-01R	12df98d3-bfc2-4207-8572-ea9ce1373de3	1.80	488.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.00	9.20	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-01A	TCGA-61-1907-01A-01T	bd2f433b-6882-465c-9f7c-d096c9b511a5	[Not Available]	122.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-01A	TCGA-61-1907-01A-01W	15643195-8c9c-420c-9b63-6bdd6eab466a	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-01A	TCGA-61-1907-01A-01W	15643195-8c9c-420c-9b63-6bdd6eab466a	[Not Available]	140.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-11A	TCGA-61-1907-11A-01D	6a81c5a1-fd21-40fe-aeca-fa929eefab6a	1.90	48.97	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-11A	TCGA-61-1907-11A-01W	e8a6d5a0-00b3-4177-b66a-db39642e4d1d	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ab3765f-910a-41c9-86cc-08534d2a4e4b	TCGA-61-1907-11A	TCGA-61-1907-11A-01W	e8a6d5a0-00b3-4177-b66a-db39642e4d1d	[Not Available]	139.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-01A	TCGA-61-1910-01A-01D	ae3b57ff-fa15-44ac-99b3-acd1b7747201	1.90	910.67	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-01A	TCGA-61-1910-01A-01R	0612b7c1-5ba8-46e9-ace1-5ae8aa9366cb	1.80	465.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.20	9.40	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-01A	TCGA-61-1910-01A-01T	ed55d852-8934-454b-a7a0-443cb590ddd5	[Not Available]	196.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-01A	TCGA-61-1910-01A-01W	9dbde168-525b-4af5-a1f5-2f64fd91c147	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-01A	TCGA-61-1910-01A-01W	9dbde168-525b-4af5-a1f5-2f64fd91c147	[Not Available]	155.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-11A	TCGA-61-1910-11A-01D	7e0773be-822a-4abe-8759-e2b2ad7bade5	1.80	25.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-11A	TCGA-61-1910-11A-01W	f7594327-7628-4f0f-83bd-4b5662d32177	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
75f2d97a-b96c-403f-8055-5c5c8083e856	TCGA-61-1910-11A	TCGA-61-1910-11A-01W	f7594327-7628-4f0f-83bd-4b5662d32177	[Not Available]	185.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-01A	TCGA-61-1911-01A-01D	484e8820-6dd0-4178-b62f-09c693f5f114	1.90	663.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-01A	TCGA-61-1911-01A-01R	365101b3-ec2e-4a41-9948-62824c538ef4	1.80	552.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.40	8.10	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-01A	TCGA-61-1911-01A-01T	a0f1a0a8-3739-41ab-826e-0898cfb3b6bc	[Not Available]	110.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-01A	TCGA-61-1911-01A-01W	d3f000ca-d72f-4d01-a16f-dc492f841b8a	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-01A	TCGA-61-1911-01A-01W	d3f000ca-d72f-4d01-a16f-dc492f841b8a	[Not Available]	136.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-11A	TCGA-61-1911-11A-01D	9f0b815c-ac31-4ef7-aad8-895f3e1a413e	1.90	647.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-11A	TCGA-61-1911-11A-01W	1aa6fc2e-79c5-465f-8b2c-c20fe0baebe0	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
93095c36-2263-438f-a619-a4a4d6ae13c7	TCGA-61-1911-11A	TCGA-61-1911-11A-01W	1aa6fc2e-79c5-465f-8b2c-c20fe0baebe0	[Not Available]	156.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-01A	TCGA-61-1913-01A-01D	bd952696-d4ac-4e0c-a4e4-504c6817dc29	1.90	446.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-01A	TCGA-61-1913-01A-01R	c4545b80-8b86-400d-a31f-700cc1d3d4b3	1.80	374.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.90	9.30	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-01A	TCGA-61-1913-01A-01T	9c5e9acc-e0ea-456c-af7c-56150305fb75	[Not Available]	106.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-01A	TCGA-61-1913-01A-01W	df548e06-a586-4c1b-ac86-8c48707acb45	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-01A	TCGA-61-1913-01A-01W	df548e06-a586-4c1b-ac86-8c48707acb45	[Not Available]	128.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-11A	TCGA-61-1913-11A-01D	19ad691a-6418-4255-8c56-83d361740fbf	1.90	752.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-11A	TCGA-61-1913-11A-01W	409390c1-573d-436c-aba6-9e2c2c9b671c	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8516d4f2-0b98-4847-99c6-4d7269fa4af2	TCGA-61-1913-11A	TCGA-61-1913-11A-01W	409390c1-573d-436c-aba6-9e2c2c9b671c	[Not Available]	168.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-01A	TCGA-61-1914-01A-01D	dc77f578-02e3-4951-88fe-02250824c938	1.90	482.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-01A	TCGA-61-1914-01A-01R	affa6441-08b8-4a3c-af15-b81f6b24af90	1.80	290.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.90	9.30	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-01A	TCGA-61-1914-01A-01T	ac345b60-8644-493f-a69c-206179d0c2c9	[Not Available]	66.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-01A	TCGA-61-1914-01A-01W	73f6a800-04f8-4e8a-ac0b-a6e2339b3321	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-01A	TCGA-61-1914-01A-01W	73f6a800-04f8-4e8a-ac0b-a6e2339b3321	[Not Available]	120.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-11A	TCGA-61-1914-11A-01D	03e8fcbf-9a08-4eaa-85eb-30041f11cf5d	1.90	440.97	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-11A	TCGA-61-1914-11A-01W	d655363e-f3be-445b-abec-bdaa546f5f41	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
8e1b8811-1eb2-4337-852c-c19eaa0ee418	TCGA-61-1914-11A	TCGA-61-1914-11A-01W	d655363e-f3be-445b-abec-bdaa546f5f41	[Not Available]	127.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-01A	TCGA-61-1915-01A-01D	e88d32e3-50f8-4849-b56f-1d84c7f401a7	1.90	596.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-01A	TCGA-61-1915-01A-01R	bdb94015-3c97-425f-91f7-4e63977eae0c	1.80	216.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.10	9.40	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-01A	TCGA-61-1915-01A-01T	3dd09830-a1a7-41bc-a685-ffb9a2595708	[Not Available]	92.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-01A	TCGA-61-1915-01A-01W	66ebae38-cec4-4885-97c3-cba04e6427bb	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-01A	TCGA-61-1915-01A-01W	66ebae38-cec4-4885-97c3-cba04e6427bb	[Not Available]	135.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-11A	TCGA-61-1915-11A-01D	4d7d5988-4c3e-45f1-8d7a-dcc89a7e66fa	1.80	49.97	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-11A	TCGA-61-1915-11A-01W	e4670c00-87db-4597-989e-6b9ce6681ce9	[Not Available]	1020.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
0adadf17-c4b6-48b0-a326-21450de3e144	TCGA-61-1915-11A	TCGA-61-1915-11A-01W	e4670c00-87db-4597-989e-6b9ce6681ce9	[Not Available]	169.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-01A	TCGA-04-1654-01A-02D	eb826128-4f4c-41c5-8f9a-74406665c362	1.90	610.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-01A	TCGA-04-1654-01A-02G	6c911e74-fceb-4ad7-b71a-5d9fce593e90	[Not Available]	10.00	GenomePlex (Rubicon) Amplified DNA	G	0.24	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-01A	TCGA-04-1654-01A-02R	b44af121-89b1-4d5a-868c-ee26a8b77f9c	1.80	467.70	RNA	R	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.90	7.80	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-01A	TCGA-04-1654-01A-02T	1344397b-5a3f-42c1-a2c9-3dfb81591aad	[Not Available]	86.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-01A	TCGA-04-1654-01A-02W	61f3e86b-5e27-4e57-a5a5-456920251ad1	[Not Available]	79.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-11A	TCGA-04-1654-11A-01D	aa9cea36-ae8a-4ca8-8f91-df5a5db8cf74	1.80	3.60	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-11A	TCGA-04-1654-11A-01G	9b0bfc2c-154e-4ac2-abc8-ad3bf4d1d27b	[Not Available]	3.00	GenomePlex (Rubicon) Amplified DNA	G	0.27	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ff33db70-91d4-4dbb-a4fc-d81a128d0f32	TCGA-04-1654-11A	TCGA-04-1654-11A-01W	d0af3f92-db10-4816-961d-f391cfb947e9	[Not Available]	79.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-01B	TCGA-10-0925-01B-01D	0915f6a8-42cb-41bd-9664-647b3315ad29	1.90	607.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-01B	TCGA-10-0925-01B-01G	fe7d0788-cbe3-45f0-8a32-adbc1f96ab5c	[Not Available]	5.00	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-01B	TCGA-10-0925-01B-01R	82c5e301-624c-4902-93cc-e90bf131b4f6	1.80	722.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.50	8.10	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-01B	TCGA-10-0925-01B-01T	f321ed90-474d-4241-adb8-f238056b0900	[Not Available]	504.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-01B	TCGA-10-0925-01B-01W	8df15532-d037-48e8-9d6f-95a5670ebaa9	[Not Available]	79.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-01B	TCGA-10-0925-01B-01W	8df15532-d037-48e8-9d6f-95a5670ebaa9	[Not Available]	130.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-11A	TCGA-10-0925-11A-01D	1f99653c-21b9-428d-a92b-50f5881c237c	1.80	5.00	DNA	D	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-11A	TCGA-10-0925-11A-01W	5e577121-be56-4d33-856a-80b712584758	[Not Available]	79.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
869c9aae-85eb-4faa-8893-b3f487e8981c	TCGA-10-0925-11A	TCGA-10-0925-11A-01W	5e577121-be56-4d33-856a-80b712584758	[Not Available]	162.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-01A	TCGA-24-1920-01A-01D	a9e38e79-2ce8-4fd6-907a-8b3aa37bb96b	1.90	0.00	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-01A	TCGA-24-1920-01A-01G	7244a3f4-eea3-4b73-8834-58b57884768f	[Not Available]	5.00	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-01A	TCGA-24-1920-01A-01R	e4a28158-c5da-4837-bd64-8a85b96e211b	1.80	440.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.30	7.10	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-01A	TCGA-24-1920-01A-01T	a3bf714d-32de-46ce-936f-f5ee32f17554	[Not Available]	115.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-01A	TCGA-24-1920-01A-01W	bfcd7b28-6572-46d8-8a2b-46ebc1c2706a	[Not Available]	79.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-01A	TCGA-24-1920-01A-01W	bfcd7b28-6572-46d8-8a2b-46ebc1c2706a	[Not Available]	146.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-10A	TCGA-24-1920-10A-01D	ab383a64-5807-4c1c-9ee0-57c0c20f11ac	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-10A	TCGA-24-1920-10A-01G	079cc56d-8257-4377-9987-d903a05fb7f2	[Not Available]	5.00	GenomePlex (Rubicon) Amplified DNA	G	0.25	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
97efb80d-4f46-4aef-b95e-20d260de01b2	TCGA-24-1920-10A	TCGA-24-1920-10A-01W	dab9737e-2ddd-4a0c-a901-38ebe38332f7	[Not Available]	147.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
